FASTA_NAME	Gs(U)_NO_ALA_N2	Gs(U)_NO_AHR_N2	Gs(U)_NO_AHR_Ar	Gs(U)_NO_AHR_K	Gs(U)_NO_AHR_SI50	Gs(U)_NO_PRT_N2	Gs(U)_NO_PRT_Ar	Gs(U)_NO_PRT_K	Gs(U)_NO_PRT_SI50	Mw_NO_ALA_N2	Mw_NO_AHR_N2	Mw_NO_AHR_Ar	Mw_NO_AHR_K	Mw_NO_AHR_SI50	Mw_NO_PRT_N2	Mw_NO_PRT_Ar	Mw_NO_PRT_K	Mw_NO_PRT_SI50
seq433	890.78	5,629.14	-119.09	3,158.71	0.36	8,701.22	-66.54	16,134.00	0.49	340.50	1,088.94	110.98	4,826.45	0.27	1,670.84	111.35	20,123.47	0.42
seq434	1,050.70	5,475.04	-210.45	3,200.99	0.34	8,661.84	-182.98	13,339.56	0.50	401.64	1,049.82	106.73	3,923.86	0.26	1,649.53	113.12	19,509.23	0.44
seq435	371.48	3,152.98	-361.88	357.72	0.49	4,372.10	-191.70	1,167.33	0.66	142.00	573.53	117.57	462.96	0.37	878.01	115.16	1,391.01	0.60
seq436	809.62	6,544.86	-138.75	6,234.66	0.38	9,844.89	-34.93	35,542.77	0.48	309.48	1,305.97	115.40	9,507.46	0.31	1,991.98	111.16	38,725.56	0.43
seq437	616.03	5,272.94	-263.99	2,748.57	0.40	7,000.32	-56.52	8,813.38	0.52	235.48	1,013.67	117.64	3,797.80	0.29	1,412.67	108.40	12,487.33	0.45
seq438	982.84	7,089.65	-156.59	8,876.94	0.34	11,159.29	-61.08	58,997.42	0.45	375.70	1,420.75	115.36	13,429.21	0.29	2,290.60	110.13	75,586.37	0.41
seq439	321.71	3,500.69	-425.26	527.37	0.44	4,546.59	-182.95	1,256.58	0.64	122.98	622.64	120.65	614.46	0.34	876.50	115.38	1,437.88	0.57
seq440	185.74	3,351.95	-326.13	465.91	0.50	4,981.56	-186.59	1,712.20	0.63	71.00	624.02	121.50	491.79	0.42	964.00	115.47	1,965.58	0.58
seq441	669.70	4,804.00	-299.63	1,575.45	0.39	6,554.69	-181.56	3,692.29	0.54	255.99	864.99	113.11	2,007.98	0.28	1,178.48	111.90	6,069.50	0.46
seq442	454.97	3,702.96	-219.37	777.33	0.46	5,310.98	-96.12	4,060.68	0.58	173.91	737.56	117.71	1,061.26	0.38	1,133.99	109.18	4,501.41	0.52
seq443	415.33	3,454.57	-109.93	526.82	0.53	5,941.11	-207.63	3,067.32	0.61	158.76	711.73	116.86	965.61	0.42	1,171.80	122.36	3,025.04	0.54
seq444	454.97	3,186.68	-181.71	419.20	0.50	4,308.52	-166.40	1,499.72	0.62	173.91	633.55	113.27	574.51	0.48	887.76	111.52	1,879.46	0.60
seq445	928.70	5,799.92	-262.92	3,538.77	0.35	8,273.28	-70.25	17,279.96	0.48	355.00	1,081.25	111.12	4,727.32	0.26	1,691.51	107.51	23,895.83	0.44
seq446	788.03	4,877.23	-197.76	1,786.15	0.41	6,525.90	-35.21	7,550.80	0.53	301.23	931.92	111.07	2,655.45	0.31	1,303.30	106.76	9,969.45	0.47
seq447	830.65	4,260.94	-137.27	1,161.86	0.41	6,464.13	-39.11	7,174.40	0.53	317.52	848.27	107.20	1,803.06	0.38	1,293.84	105.65	10,470.32	0.48
seq448	321.71	3,268.57	-276.53	401.03	0.52	4,624.59	-105.90	1,368.50	0.62	122.98	601.62	118.84	544.49	0.35	868.02	110.64	2,173.38	0.56
seq449	371.48	3,070.78	-86.08	297.49	0.56	4,625.23	20.67	1,711.98	0.65	142.00	600.66	113.78	496.26	0.47	885.88	108.75	2,348.68	0.60
seq450	788.03	4,766.94	-223.26	1,968.99	0.39	6,331.19	-64.45	5,228.39	0.53	301.23	922.94	110.80	2,543.07	0.29	1,238.03	108.63	7,388.47	0.46
seq451	788.03	4,696.11	-214.10	1,878.11	0.39	6,359.67	-66.05	5,271.92	0.53	301.23	914.02	110.54	2,443.51	0.29	1,241.24	108.85	7,482.08	0.46
seq452	719.37	4,657.06	-50.97	1,322.19	0.43	7,679.75	-63.05	15,581.24	0.51	274.98	921.98	111.89	2,446.02	0.36	1,594.73	110.57	15,635.63	0.47
seq453	643.42	3,987.87	-133.21	743.79	0.46	6,155.15	-185.76	3,999.68	0.58	245.95	756.62	110.09	1,189.32	0.36	1,189.03	114.35	4,397.01	0.52
seq454	262.68	3,657.38	-528.90	602.57	0.39	5,257.66	-335.71	1,687.09	0.58	100.41	636.01	123.69	650.79	0.31	965.11	116.52	2,025.37	0.53
seq455	643.42	8,005.59	-204.01	10,366.57	0.34	11,287.45	-120.08	62,672.45	0.45	245.95	1,461.28	119.01	15,097.76	0.23	2,360.45	116.67	39,729.67	0.40
seq456	1,017.34	5,466.58	-92.94	3,272.35	0.33	7,757.07	-53.83	16,031.48	0.48	388.88	1,099.46	108.09	4,779.40	0.27	1,580.37	104.68	25,818.97	0.42
seq457	371.48	3,403.58	-300.80	400.16	0.49	4,788.33	-220.65	1,430.86	0.60	142.00	608.77	117.58	568.87	0.37	922.01	112.57	2,134.19	0.56
seq458	1,485.92	9,596.24	-158.19	28,524.59	0.31	13,877.76	-87.87	108,520.60	0.43	568.00	1,894.53	112.37	42,267.56	0.23	2,724.95	110.49	149,060.06	0.37
seq459	415.33	3,950.66	-183.74	807.84	0.47	5,352.42	-66.42	3,593.28	0.60	158.76	758.46	118.38	1,239.40	0.35	1,119.55	113.98	3,030.34	0.51
seq460	809.62	4,778.83	-56.28	1,407.30	0.40	6,485.25	-45.01	8,071.64	0.53	309.48	914.76	108.91	2,272.37	0.35	1,355.44	107.30	9,802.50	0.50
seq461	1,034.16	6,071.00	-12.63	3,535.81	0.38	9,752.40	-85.74	37,589.37	0.47	395.31	1,205.33	109.21	6,757.91	0.33	1,976.71	109.00	40,345.42	0.44
seq462	1,067.00	4,926.11	-27.40	1,875.66	0.36	7,061.93	-35.65	9,699.85	0.51	407.86	992.78	103.71	3,130.49	0.30	1,424.68	107.11	13,407.24	0.46
seq463	765.83	4,700.67	-98.45	1,893.11	0.41	7,631.03	-108.74	12,764.06	0.52	292.74	967.54	111.47	2,946.35	0.36	1,582.76	114.08	12,601.03	0.49
seq464	982.84	6,175.00	-7.74	3,504.84	0.38	9,773.92	-68.70	37,867.48	0.47	375.70	1,203.43	110.18	6,751.64	0.33	1,966.99	108.37	41,501.13	0.44
seq465	669.70	4,967.61	-145.01	1,293.96	0.39	7,031.95	-100.78	11,515.97	0.49	255.99	888.08	112.33	2,152.57	0.34	1,409.94	108.82	12,123.18	0.47
seq466	525.35	4,155.21	31.39	603.59	0.45	5,984.54	-66.74	4,675.66	0.57	200.82	776.85	112.57	1,212.73	0.42	1,195.02	114.10	4,690.08	0.55
seq467	947.09	5,792.28	-201.89	3,474.09	0.35	8,745.16	-229.17	11,585.59	0.49	362.03	1,084.03	110.13	4,491.12	0.28	1,629.15	114.61	16,924.79	0.44
seq468	1,098.85	6,684.55	-193.82	5,366.44	0.34	8,960.21	-118.70	22,980.06	0.48	420.04	1,226.31	109.08	7,480.85	0.26	1,809.15	109.66	27,087.41	0.43
seq469	830.65	5,535.41	-264.72	2,491.17	0.34	7,605.93	-171.72	9,175.84	0.51	317.52	987.20	111.23	3,213.76	0.29	1,449.04	113.18	11,585.69	0.45
seq470	719.37	4,479.87	-146.02	1,372.48	0.44	6,947.24	-119.79	8,679.36	0.54	274.98	880.69	111.05	2,073.43	0.36	1,369.89	107.52	12,104.77	0.49
seq471	809.62	4,938.11	-177.16	1,493.36	0.37	6,771.79	-103.28	7,493.17	0.52	309.48	894.03	108.86	2,226.17	0.29	1,357.37	110.71	8,548.90	0.47
seq472	525.35	4,259.21	-97.66	728.17	0.43	5,624.67	-19.70	4,589.93	0.55	200.82	765.50	113.45	1,304.55	0.38	1,145.78	108.42	4,435.50	0.48
seq473	587.36	5,199.04	-209.11	2,340.15	0.42	7,981.31	-121.97	11,835.02	0.53	224.52	988.15	116.36	3,295.23	0.32	1,566.44	113.54	13,083.35	0.47
seq474	1,174.72	8,018.36	-32.45	10,938.04	0.34	11,547.79	-62.71	71,829.31	0.45	449.04	1,579.93	112.05	19,904.08	0.29	2,377.32	110.81	78,651.15	0.41
seq475	788.03	4,989.63	-134.84	1,518.73	0.39	6,468.02	-189.09	4,308.73	0.51	301.23	913.75	109.76	2,405.94	0.31	1,171.37	110.10	6,449.70	0.46
seq476	694.98	5,235.89	-92.44	2,075.35	0.42	8,633.11	-117.43	21,571.91	0.50	265.66	1,010.87	113.86	3,489.82	0.35	1,746.38	112.25	22,399.39	0.46
seq477	871.20	5,673.38	-43.21	2,183.25	0.38	7,960.14	0.89	22,081.84	0.48	333.02	1,050.83	109.53	4,188.38	0.31	1,617.89	105.42	25,734.23	0.44
seq478	809.62	6,977.48	-359.66	8,058.94	0.35	9,911.24	-186.68	31,503.41	0.48	309.48	1,299.22	117.69	9,708.77	0.24	2,018.95	113.59	33,761.50	0.43
seq479	525.35	3,911.87	-113.36	755.03	0.50	5,327.77	-107.67	2,882.57	0.60	200.82	774.52	114.66	1,306.37	0.40	1,106.97	116.47	2,815.57	0.54
seq480	719.37	6,287.48	-160.98	3,836.79	0.36	9,560.28	-104.85	24,896.03	0.49	274.98	1,148.34	115.93	5,604.06	0.31	1,874.63	112.48	30,341.56	0.44
seq481	719.37	6,028.74	-158.98	3,412.35	0.38	9,558.67	-80.32	27,590.30	0.49	274.98	1,118.34	115.26	5,081.54	0.33	1,877.72	112.34	30,838.71	0.44
seq482	742.96	6,100.14	-156.36	3,576.31	0.38	9,530.25	-79.56	27,665.75	0.49	284.00	1,135.46	115.10	5,410.63	0.33	1,877.34	112.35	30,493.55	0.45
seq483	616.03	4,068.03	-130.10	831.84	0.45	6,671.32	-115.49	5,479.40	0.55	235.48	775.63	111.80	1,276.09	0.38	1,244.41	110.73	7,491.63	0.50
seq484	694.98	4,266.27	-158.36	1,045.88	0.41	7,029.12	-191.93	5,726.21	0.53	265.66	803.11	109.71	1,482.25	0.33	1,318.79	113.25	7,736.46	0.47
seq485	525.35	4,920.12	-157.15	1,714.01	0.42	6,998.36	-124.45	7,192.68	0.56	200.82	943.45	118.19	2,761.75	0.35	1,370.38	115.82	8,170.93	0.49
seq486	694.98	5,886.64	-198.42	3,542.38	0.36	9,283.62	-101.56	23,461.59	0.50	265.66	1,106.86	116.76	5,132.96	0.30	1,856.79	115.62	23,205.87	0.46
seq487	525.35	4,221.62	-143.16	1,110.48	0.44	7,189.32	-143.15	8,955.80	0.54	200.82	837.42	116.54	1,769.78	0.34	1,479.00	115.97	9,370.86	0.50
seq488	830.65	5,811.16	-164.91	3,338.53	0.39	8,797.19	-142.51	18,002.73	0.52	317.52	1,101.83	112.50	4,917.70	0.32	1,758.52	114.54	19,426.07	0.46
seq489	851.17	4,818.99	-163.56	1,983.30	0.41	7,663.85	-174.68	7,986.68	0.53	325.36	965.42	110.07	2,978.35	0.31	1,488.78	115.24	10,818.34	0.47
seq490	742.96	5,020.08	-255.19	2,165.72	0.40	8,548.43	-251.99	13,364.97	0.50	284.00	949.18	112.59	2,819.17	0.29	1,658.87	113.84	14,745.05	0.45
seq491	871.20	4,129.42	-173.49	883.09	0.37	6,839.22	-129.17	4,820.94	0.53	333.02	775.11	102.91	1,200.98	0.28	1,288.40	114.09	6,228.98	0.47
seq492	788.03	5,955.05	-157.60	3,543.06	0.38	8,669.51	-155.91	15,036.82	0.51	301.23	1,119.14	113.91	5,389.33	0.29	1,685.18	113.71	18,206.86	0.45
seq493	415.33	4,023.04	-235.57	1,009.32	0.48	5,920.41	-235.83	3,681.17	0.59	158.76	786.33	118.35	1,338.15	0.38	1,171.25	117.20	3,130.85	0.51
seq494	454.97	3,037.36	-250.80	476.83	0.51	5,172.51	-214.78	3,552.54	0.58	173.91	634.82	113.57	634.85	0.39	1,103.78	110.25	3,308.44	0.54
seq495	643.42	5,747.01	-327.15	4,497.58	0.36	8,205.91	-75.49	15,694.94	0.48	245.95	1,116.74	118.76	5,637.77	0.22	1,649.73	109.41	22,044.85	0.42
seq496	1,286.85	5,758.94	42.48	3,218.87	0.32	8,591.47	-76.59	25,248.96	0.46	491.90	1,174.62	102.61	5,848.81	0.29	1,797.69	107.64	27,248.92	0.44
seq497	643.42	4,759.11	-263.92	1,588.74	0.39	6,822.69	-158.44	6,472.20	0.55	245.95	877.79	114.84	1,973.79	0.34	1,331.13	113.35	7,749.60	0.51
seq498	2,068.31	18,787.74	-94.55	307,643.42	0.26	27,321.38	-93.43	111,571,211.91	0.36	790.62	3,588.50	116.65	518,102.27	0.21	5,796.98	116.05	77,838,815.11	0.32
seq499	694.98	3,570.94	-60.27	541.93	0.48	5,702.03	-11.54	6,670.14	0.54	265.66	715.87	106.16	952.33	0.42	1,252.93	106.35	6,393.86	0.51
seq500	871.20	6,723.11	-261.03	6,804.34	0.36	9,634.53	-181.80	30,566.73	0.47	333.02	1,278.26	115.57	9,299.95	0.25	1,978.24	109.85	37,863.21	0.41
seq501	1,586.96	11,635.85	-129.19	59,753.62	0.30	16,160.62	-74.08	419,779.18	0.39	606.62	2,329.18	114.18	90,222.70	0.26	3,533.08	106.29	432,817.89	0.35
seq502	890.78	6,001.42	-92.40	3,356.12	0.38	8,833.05	-51.97	26,682.50	0.49	340.50	1,139.73	111.54	5,639.85	0.32	1,804.87	108.87	30,831.43	0.45
seq503	719.37	4,608.49	-108.22	1,333.70	0.41	6,615.72	-63.47	8,498.50	0.53	274.98	883.57	111.38	1,995.94	0.37	1,367.42	108.35	10,177.20	0.50
seq504	890.78	3,743.32	-48.62	573.44	0.37	5,950.59	-116.90	5,103.46	0.51	340.50	720.46	99.27	840.41	0.31	1,182.92	106.20	6,186.82	0.49
seq505	1,159.95	9,025.22	-133.24	18,830.90	0.34	12,410.05	-83.68	82,969.13	0.45	443.39	1,739.25	114.48	30,138.51	0.26	2,522.73	112.42	87,753.73	0.39
seq506	1,352.21	12,971.70	-227.57	106,375.19	0.29	18,983.48	-189.88	-880,487.11	0.37	516.89	2,647.56	120.50	155,757.21	0.23	4,148.56	109.06	-876,275.28	0.34
seq507	1,144.98	8,571.09	-119.51	17,505.96	0.34	12,110.19	-137.57	188,887.71	0.40	437.67	1,761.85	116.47	31,491.38	0.28	2,785.92	106.78	173,959.61	0.38
seq508	1,159.95	5,923.34	41.84	3,463.56	0.35	9,328.15	-47.18	34,670.64	0.48	443.39	1,202.69	105.89	6,347.10	0.32	1,917.99	108.11	41,764.71	0.44
seq509	669.70	4,027.54	171.08	390.19	0.39	6,704.62	-82.12	11,964.10	0.45	255.99	746.41	105.35	1,114.85	0.39	1,351.35	105.65	13,897.20	0.46
seq510	909.94	6,023.92	-176.00	4,130.07	0.38	8,798.86	-108.86	24,958.44	0.49	347.83	1,163.08	112.60	5,987.91	0.31	1,835.13	112.45	24,342.05	0.46
seq511	851.17	5,947.87	-219.90	4,940.20	0.38	8,619.60	-114.50	21,424.24	0.50	325.36	1,189.65	114.35	6,746.90	0.30	1,817.99	113.90	19,050.87	0.45
seq512	765.83	6,724.60	-145.47	5,579.64	0.34	9,477.57	-108.65	36,166.95	0.46	292.74	1,257.32	116.03	8,567.55	0.25	1,948.58	110.51	36,910.27	0.43
seq513	851.17	5,364.82	-186.32	2,395.31	0.39	7,630.71	-72.60	16,749.44	0.50	325.36	1,009.99	110.89	3,539.85	0.31	1,585.20	109.88	16,644.15	0.45
seq514	1,017.34	6,261.43	-128.52	4,744.20	0.36	9,459.57	-71.35	36,957.74	0.47	388.88	1,218.03	110.89	7,324.41	0.29	1,971.65	108.85	42,802.74	0.44
seq515	415.33	4,701.80	-189.78	1,770.60	0.43	6,641.73	-149.65	7,932.05	0.56	158.76	933.18	120.15	2,337.76	0.39	1,427.44	117.07	6,339.07	0.51
seq516	719.37	6,832.89	-260.81	5,966.45	0.36	9,464.80	-113.80	23,226.68	0.48	274.98	1,245.77	117.65	8,180.95	0.27	1,843.75	112.52	28,354.30	0.43
seq517	669.70	7,003.22	-260.42	6,830.45	0.38	9,373.26	-126.04	23,970.06	0.49	255.99	1,310.96	119.24	9,929.93	0.29	1,884.07	112.95	28,321.46	0.43
seq518	669.70	6,971.42	-262.66	6,611.34	0.37	9,459.22	-132.75	24,090.70	0.49	255.99	1,299.71	119.22	9,714.79	0.28	1,889.19	113.23	28,656.89	0.43
seq519	947.09	5,975.49	-201.09	3,922.22	0.36	9,674.22	-142.33	27,967.22	0.48	362.03	1,127.54	111.11	5,240.38	0.30	1,906.30	110.20	33,694.98	0.44
seq520	947.09	5,936.48	-156.21	3,678.97	0.36	9,494.45	-151.67	28,210.57	0.47	362.03	1,122.95	110.67	5,143.39	0.30	1,883.34	109.06	35,271.93	0.44
seq521	1,313.38	9,734.57	-177.30	30,127.46	0.31	14,794.73	-60.35	178,498.68	0.42	502.05	1,922.27	115.49	44,811.39	0.24	3,012.11	111.15	204,306.05	0.38
seq522	1,313.38	9,734.02	-176.66	29,770.75	0.31	14,803.05	-60.58	178,528.31	0.42	502.05	1,916.76	115.38	44,467.68	0.24	3,010.76	111.10	203,923.25	0.38
seq523	557.22	3,649.96	19.75	386.47	0.45	5,412.51	-125.42	3,789.56	0.56	213.00	683.61	109.95	791.80	0.38	1,106.22	110.16	3,263.29	0.55
seq524	871.20	6,424.69	-157.95	5,221.07	0.38	9,069.38	-82.64	32,995.24	0.49	333.02	1,277.12	115.91	9,087.42	0.29	1,911.59	110.73	35,796.59	0.43
seq525	262.68	3,048.37	-144.74	288.77	0.53	4,442.21	-162.06	1,471.14	0.65	100.41	601.13	118.92	462.22	0.50	896.67	113.61	1,706.65	0.62
seq526	415.33	3,317.56	-292.62	314.40	0.43	4,513.60	-152.63	1,637.78	0.60	158.76	568.40	113.79	450.62	0.38	903.73	115.95	1,070.57	0.58
seq527	788.03	5,995.43	-135.77	3,683.87	0.39	8,894.76	-56.64	22,936.07	0.49	301.23	1,143.80	114.05	5,840.41	0.30	1,765.20	109.63	27,938.23	0.44
seq528	415.33	2,908.72	-233.34	293.76	0.54	4,427.77	-213.40	1,306.06	0.63	158.76	566.24	115.52	391.39	0.47	879.08	112.65	1,708.81	0.61
seq529	587.36	5,857.97	-164.25	3,243.83	0.37	8,066.65	-93.93	16,419.03	0.51	224.52	1,096.10	118.07	4,795.65	0.31	1,665.02	114.36	14,380.85	0.47
seq530	909.94	5,552.61	-69.74	2,237.22	0.37	7,810.73	-51.64	18,014.14	0.49	347.83	1,029.50	108.34	3,791.47	0.29	1,601.22	107.39	19,943.96	0.46
seq531	669.70	6,971.42	-262.66	6,611.34	0.37	9,459.61	-132.99	24,255.04	0.49	255.99	1,299.71	119.22	9,714.79	0.28	1,890.33	113.34	28,455.09	0.43
seq532	1,414.55	7,077.74	-31.63	8,150.09	0.35	9,956.55	-55.65	59,204.32	0.46	540.72	1,478.78	106.56	14,833.92	0.30	2,181.78	107.61	67,409.03	0.42
seq533	851.17	5,930.53	-200.88	3,837.98	0.38	9,502.71	-156.28	25,495.20	0.48	325.36	1,132.01	113.66	5,369.49	0.32	1,874.47	109.19	35,210.57	0.44
seq534	765.83	4,867.38	-225.46	1,916.70	0.39	6,217.95	-35.34	4,280.89	0.53	292.74	915.00	110.82	2,462.89	0.28	1,201.29	108.15	6,135.64	0.43
seq535	909.94	7,752.42	-169.34	10,334.05	0.35	11,474.54	-22.27	67,447.51	0.45	347.83	1,472.14	116.04	15,683.15	0.27	2,312.11	110.17	66,920.07	0.40
seq536	525.35	4,228.59	-222.29	987.46	0.46	6,372.47	-200.61	4,713.52	0.56	200.82	783.06	114.73	1,398.88	0.32	1,221.04	114.64	4,643.41	0.50
seq537	1,098.85	8,324.57	-165.40	15,940.94	0.34	13,574.86	-115.16	127,637.31	0.43	420.04	1,644.24	115.36	23,853.28	0.27	2,783.70	109.64	152,368.57	0.39
seq538	1,339.39	8,603.39	-61.90	13,822.66	0.33	12,228.84	-34.81	106,638.31	0.44	511.99	1,660.39	110.96	23,868.26	0.27	2,551.61	107.60	122,069.72	0.39
seq539	947.09	7,863.21	-149.17	11,023.28	0.35	11,476.89	-87.53	78,950.88	0.45	362.03	1,510.30	116.01	16,511.44	0.29	2,457.49	112.25	67,851.95	0.41
seq540	669.70	5,029.61	-1.85	1,729.37	0.38	8,022.62	-110.06	14,547.23	0.51	255.99	990.09	113.84	3,127.98	0.34	1,613.62	114.17	15,190.40	0.48
seq541	1,286.85	9,991.97	-93.57	25,724.05	0.32	14,200.16	-82.67	207,737.08	0.42	491.90	1,912.72	114.37	42,455.15	0.26	3,008.24	109.45	204,071.06	0.38
seq542	742.96	6,010.47	-228.83	3,897.80	0.39	8,289.62	-121.01	20,066.01	0.51	284.00	1,145.43	116.77	6,001.17	0.29	1,740.70	113.06	20,033.49	0.44
seq543	982.84	8,217.15	-114.50	12,135.95	0.34	11,984.51	-92.10	85,781.88	0.45	375.70	1,566.56	115.23	19,440.50	0.28	2,451.01	111.99	79,889.71	0.40
seq544	587.36	5,263.04	-231.21	1,769.71	0.38	7,261.83	-149.50	5,614.53	0.52	224.52	922.21	115.32	2,680.68	0.31	1,305.58	114.20	8,337.00	0.43
seq545	371.48	5,756.82	-241.49	3,078.88	0.37	8,742.80	-65.69	18,913.30	0.51	142.00	1,069.20	122.64	4,382.09	0.28	1,766.24	116.84	15,248.98	0.44
seq546	1,722.48	11,650.43	-63.11	51,325.52	0.28	16,672.71	-101.52	283,800.30	0.40	658.43	2,273.00	111.91	85,823.51	0.23	3,475.38	114.44	261,687.49	0.37
seq547	262.68	2,908.40	-109.31	233.34	0.53	5,125.17	-115.24	1,816.03	0.59	100.41	550.26	118.86	399.02	0.49	949.58	112.91	2,670.89	0.56
seq548	1,050.70	9,397.05	-90.42	21,412.42	0.34	13,795.64	-87.96	167,042.13	0.43	401.64	1,853.40	116.74	36,568.64	0.28	2,924.57	113.46	136,604.91	0.39
seq549	1,273.37	11,687.89	-115.26	51,796.44	0.30	17,070.87	-50.03	366,715.52	0.40	486.75	2,261.78	116.76	81,813.28	0.25	3,596.76	112.44	340,757.67	0.36
seq550	1,098.85	10,763.67	-141.95	37,439.64	0.32	14,889.94	-81.60	207,469.30	0.42	420.04	2,081.12	117.89	61,277.30	0.24	3,165.39	114.23	163,204.64	0.37
seq551	262.68	2,908.40	-109.31	233.34	0.53	5,075.67	-101.89	1,883.27	0.58	100.41	550.26	118.86	399.02	0.49	944.35	112.07	2,798.59	0.56
seq552	454.97	4,872.94	-248.28	1,541.02	0.44	7,581.68	-95.06	10,050.39	0.54	173.91	886.55	118.11	2,136.03	0.33	1,481.17	115.09	9,888.71	0.48
seq553	262.68	2,961.44	-107.86	264.56	0.58	5,156.20	-141.88	1,963.10	0.60	100.41	574.04	118.52	446.69	0.51	967.24	113.25	2,710.60	0.57
seq554	1,364.91	9,752.35	-34.20	22,636.06	0.28	14,509.51	-59.14	154,670.96	0.41	521.74	1,872.99	112.46	39,897.89	0.23	2,896.94	111.30	172,139.32	0.38
seq555	1,402.31	11,531.80	-183.31	53,504.21	0.30	16,678.68	-92.80	311,078.25	0.41	536.04	2,218.05	116.29	77,644.53	0.24	3,559.82	114.23	267,393.13	0.37
seq556	719.37	4,052.26	-95.91	808.00	0.38	6,566.69	-114.79	4,627.95	0.55	274.98	768.53	107.90	1,194.45	0.35	1,239.14	112.81	6,311.28	0.49
seq557	694.98	7,699.20	-190.33	10,131.19	0.36	10,452.23	-113.64	50,689.58	0.47	265.66	1,467.08	118.91	15,140.91	0.27	2,194.21	114.61	38,517.40	0.41
seq558	694.98	4,490.96	1.81	1,091.32	0.44	6,643.92	35.65	16,835.41	0.49	265.66	887.62	110.37	2,111.50	0.38	1,497.93	106.41	14,243.03	0.46
seq559	616.03	5,792.93	-315.12	4,420.84	0.38	9,388.94	-164.24	44,094.79	0.44	235.48	1,134.24	120.00	5,759.14	0.29	2,097.68	105.87	45,774.31	0.41
seq560	928.70	8,771.51	-146.62	18,851.18	0.29	13,460.16	-110.23	102,777.60	0.42	355.00	1,709.44	117.58	28,201.07	0.24	2,752.18	116.28	100,530.16	0.39
seq561	1,339.39	11,293.45	-227.90	51,754.21	0.30	15,692.31	-127.62	293,959.44	0.40	511.99	2,183.22	117.24	73,391.24	0.23	3,386.18	111.42	249,307.15	0.35
seq562	1,762.09	7,742.16	-27.82	10,710.43	0.29	10,560.27	-14.92	84,805.20	0.41	673.57	1,538.79	101.33	16,950.99	0.23	2,292.78	99.46	101,747.40	0.38
seq563	262.68	3,716.73	-305.97	760.88	0.49	5,141.00	-234.16	3,380.98	0.59	100.41	724.27	119.64	883.81	0.37	1,082.76	113.43	2,884.08	0.53
seq564	830.65	4,884.63	13.06	1,358.25	0.40	6,464.32	-0.62	15,881.63	0.49	317.52	937.99	107.86	2,521.88	0.34	1,493.99	106.15	11,598.30	0.46
seq565	719.37	4,163.36	-132.47	849.35	0.42	6,723.60	-149.03	5,774.64	0.55	274.98	775.22	107.84	1,279.15	0.31	1,322.74	112.24	7,204.92	0.49
seq566	525.35	4,496.26	-188.80	1,602.62	0.43	6,998.46	-143.24	12,292.56	0.52	200.82	893.80	116.65	2,242.05	0.34	1,530.19	112.35	9,874.93	0.49
seq567	454.97	3,874.88	-223.56	799.30	0.50	5,180.75	-82.85	2,500.50	0.62	173.91	758.01	115.19	1,239.11	0.42	1,044.23	113.64	2,392.14	0.50
seq568	1,313.38	11,413.27	-139.59	47,340.65	0.30	15,368.21	-105.86	191,171.24	0.42	502.05	2,178.64	116.01	69,891.81	0.25	3,152.17	112.58	204,533.91	0.37
seq569	1,067.00	6,306.78	-84.22	5,353.05	0.37	9,356.56	-58.03	54,408.14	0.46	407.86	1,303.45	111.59	9,327.43	0.32	2,130.18	107.89	54,979.97	0.44
seq570	1,067.00	10,859.31	-352.41	44,089.49	0.29	14,488.49	-209.44	120,286.73	0.42	407.86	2,004.56	119.38	54,759.94	0.20	2,834.72	114.78	128,845.80	0.36
seq571	669.70	4,123.08	-162.25	878.36	0.42	6,346.26	-102.12	4,455.98	0.55	255.99	778.82	110.72	1,263.46	0.37	1,193.67	110.85	6,782.86	0.50
seq572	1,259.75	7,976.48	-144.76	11,141.74	0.32	10,420.51	-47.50	38,822.79	0.45	481.55	1,491.91	110.15	16,493.39	0.23	2,049.21	108.55	50,566.14	0.39
seq573	371.48	3,519.87	22.56	437.65	0.46	5,351.76	-36.93	3,386.51	0.59	142.00	692.57	115.63	830.36	0.40	1,083.36	112.37	3,506.35	0.53
seq574	928.70	8,502.16	-135.00	13,908.20	0.34	12,287.48	-98.49	77,103.09	0.45	355.00	1,617.76	116.64	22,102.66	0.28	2,466.79	114.35	74,385.06	0.40
seq575	909.94	7,349.19	-220.44	9,665.15	0.37	9,391.52	-155.62	31,361.02	0.49	347.83	1,432.61	115.78	13,516.16	0.30	1,969.77	111.83	33,433.78	0.43
seq576	719.37	5,687.15	-158.77	3,491.54	0.34	8,404.91	-84.36	15,204.75	0.50	274.98	1,104.22	115.73	5,083.86	0.29	1,659.28	112.50	19,551.24	0.44
seq577	454.97	3,895.84	-376.11	968.69	0.45	5,888.50	-122.71	3,421.44	0.56	173.91	740.05	118.18	1,155.11	0.29	1,156.26	111.16	4,486.30	0.49
seq578	1,531.65	11,457.95	-73.84	45,412.08	0.31	16,996.18	-24.75	428,267.18	0.40	585.48	2,243.67	113.79	80,474.75	0.26	3,651.91	111.20	350,821.82	0.36
seq579	1,189.32	8,657.91	-86.78	14,195.56	0.33	12,180.97	-63.26	71,957.32	0.44	454.62	1,684.52	114.33	26,792.08	0.26	2,403.40	109.74	102,340.28	0.39
seq580	830.65	8,931.29	-189.93	18,654.19	0.31	12,870.76	-111.12	93,258.47	0.44	317.52	1,696.95	119.26	27,152.62	0.25	2,669.53	117.66	77,657.81	0.40
